Start,End,Multiday,ID,Name,Type,Description,Location,Camp,Camp website,Email,Event website
"08/27/2023, 7:00 PM","08/27/2023, 8:00 PM",Y,42850,Medicine Music Chanting & Drumming,Diversity & Inclusion,Sing and drum indigenous songs and chants from Mexico,Quetzalcóatl Reborn,,,,https://playaevents.burningman.org/2023/playa_event/42850/
"08/29/2023, 7:00 PM","08/29/2023, 8:00 PM",Y,42850,Medicine Music Chanting & Drumming,Diversity & Inclusion,Sing and drum indigenous songs and chants from Mexico,Quetzalcóatl Reborn,,,,https://playaevents.burningman.org/2023/playa_event/42850/
"08/31/2023, 7:00 PM","08/31/2023, 8:00 PM",Y,42850,Medicine Music Chanting & Drumming,Diversity & Inclusion,Sing and drum indigenous songs and chants from Mexico,Quetzalcóatl Reborn,,,,https://playaevents.burningman.org/2023/playa_event/42850/
"08/27/2023, 7:00 PM","08/27/2023, 10:00 PM",Y,45952,Proper Tunes,Gathering/Party,Come enjoy some tunes from every genre except electro. Also check out our corn'venience store/bar.,Corn'r Store,Corn'r Store,,,https://playaevents.burningman.org/2023/playa_event/45952/
"08/28/2023, 7:00 PM","08/28/2023, 10:00 PM",Y,45952,Proper Tunes,Gathering/Party,Come enjoy some tunes from every genre except electro. Also check out our corn'venience store/bar.,Corn'r Store,Corn'r Store,,,https://playaevents.burningman.org/2023/playa_event/45952/
"08/30/2023, 7:00 PM","08/30/2023, 10:00 PM",Y,45952,Proper Tunes,Gathering/Party,Come enjoy some tunes from every genre except electro. Also check out our corn'venience store/bar.,Corn'r Store,Corn'r Store,,,https://playaevents.burningman.org/2023/playa_event/45952/
"08/27/2023, 7:00 PM","08/27/2023, 10:00 PM",Y,42512,Clinic and Pharmacy Hours,Gathering/Party,"Plagued by astral rash or viscous disposition? Venture in, our adept specialists have the miracle elixir for you.",Strong Tonic Center for Vitality,Strong Tonic Center for Vitality,http://CampTonic.com,,https://playaevents.burningman.org/2023/playa_event/42512/
"08/31/2023, 7:00 PM","08/31/2023, 10:00 PM",Y,42512,Clinic and Pharmacy Hours,Gathering/Party,"Plagued by astral rash or viscous disposition? Venture in, our adept specialists have the miracle elixir for you.",Strong Tonic Center for Vitality,Strong Tonic Center for Vitality,http://CampTonic.com,,https://playaevents.burningman.org/2023/playa_event/42512/
"08/27/2023, 7:00 PM","08/27/2023, 9:00 PM",N,41238,SORRY SOIREE,Gathering/Party,Artisanal vodka tasting at the Well of Regret (ask for the secret menu). Greeting card & flower shop will be open!,Camp PlayApology,Camp PlayApology,https://playapology.com/,,https://playaevents.burningman.org/2023/playa_event/41238/
"08/27/2023, 7:00 PM","08/28/2023, 4:00 AM",Y,44458,Kinderpanzer haz fire!,Fire/Spectacle,The mutant vehicle Kinderpanzer sets off their flame cannon when parked in the village.,Illumination Village,Illumination Village,http://www.illuminationvillage.org/,,https://playaevents.burningman.org/2023/playa_event/44458/
"08/28/2023, 7:00 PM","08/29/2023, 4:00 AM",Y,44458,Kinderpanzer haz fire!,Fire/Spectacle,The mutant vehicle Kinderpanzer sets off their flame cannon when parked in the village.,Illumination Village,Illumination Village,http://www.illuminationvillage.org/,,https://playaevents.burningman.org/2023/playa_event/44458/
"08/29/2023, 7:00 PM","08/30/2023, 4:00 AM",Y,44458,Kinderpanzer haz fire!,Fire/Spectacle,The mutant vehicle Kinderpanzer sets off their flame cannon when parked in the village.,Illumination Village,Illumination Village,http://www.illuminationvillage.org/,,https://playaevents.burningman.org/2023/playa_event/44458/
"08/30/2023, 7:00 PM","08/31/2023, 4:00 AM",Y,44458,Kinderpanzer haz fire!,Fire/Spectacle,The mutant vehicle Kinderpanzer sets off their flame cannon when parked in the village.,Illumination Village,Illumination Village,http://www.illuminationvillage.org/,,https://playaevents.burningman.org/2023/playa_event/44458/
"08/31/2023, 7:00 PM","09/01/2023, 4:00 AM",Y,44458,Kinderpanzer haz fire!,Fire/Spectacle,The mutant vehicle Kinderpanzer sets off their flame cannon when parked in the village.,Illumination Village,Illumination Village,http://www.illuminationvillage.org/,,https://playaevents.burningman.org/2023/playa_event/44458/
"08/27/2023, 7:15 PM","08/27/2023, 7:45 PM",Y,43496,Howl at the Moon,Ritual/Ceremony,Climb on top of our bird's nest and let out your best aaaaahhrrrrroooooooo-ooooo--oooo,Destindipity,Destindipity,,,https://playaevents.burningman.org/2023/playa_event/43496/
"08/28/2023, 7:15 PM","08/28/2023, 7:45 PM",Y,43496,Howl at the Moon,Ritual/Ceremony,Climb on top of our bird's nest and let out your best aaaaahhrrrrroooooooo-ooooo--oooo,Destindipity,Destindipity,,,https://playaevents.burningman.org/2023/playa_event/43496/
"08/29/2023, 7:15 PM","08/29/2023, 7:45 PM",Y,43496,Howl at the Moon,Ritual/Ceremony,Climb on top of our bird's nest and let out your best aaaaahhrrrrroooooooo-ooooo--oooo,Destindipity,Destindipity,,,https://playaevents.burningman.org/2023/playa_event/43496/
"08/30/2023, 7:15 PM","08/30/2023, 7:45 PM",Y,43496,Howl at the Moon,Ritual/Ceremony,Climb on top of our bird's nest and let out your best aaaaahhrrrrroooooooo-ooooo--oooo,Destindipity,Destindipity,,,https://playaevents.burningman.org/2023/playa_event/43496/
"08/31/2023, 7:15 PM","08/31/2023, 7:45 PM",Y,43496,Howl at the Moon,Ritual/Ceremony,Climb on top of our bird's nest and let out your best aaaaahhrrrrroooooooo-ooooo--oooo,Destindipity,Destindipity,,,https://playaevents.burningman.org/2023/playa_event/43496/
"09/01/2023, 7:15 PM","09/01/2023, 7:45 PM",Y,43496,Howl at the Moon,Ritual/Ceremony,Climb on top of our bird's nest and let out your best aaaaahhrrrrroooooooo-ooooo--oooo,Destindipity,Destindipity,,,https://playaevents.burningman.org/2023/playa_event/43496/
"09/02/2023, 7:15 PM","09/02/2023, 7:45 PM",Y,43496,Howl at the Moon,Ritual/Ceremony,Climb on top of our bird's nest and let out your best aaaaahhrrrrroooooooo-ooooo--oooo,Destindipity,Destindipity,,,https://playaevents.burningman.org/2023/playa_event/43496/
"08/27/2023, 7:30 PM","08/27/2023, 8:30 PM",Y,44395,Burning Dusk,Fire/Spectacle,Spin fire on the Esplanade! The mirrored stage at Prometheatrics is the best spot on the playa to take fire photos!,Prometheatrics,Prometheatrics,http://www.prometheatrics.com,events@prometheatrics.com,https://playaevents.burningman.org/2023/playa_event/44395/
"08/28/2023, 7:30 PM","08/28/2023, 8:30 PM",Y,44395,Burning Dusk,Fire/Spectacle,Spin fire on the Esplanade! The mirrored stage at Prometheatrics is the best spot on the playa to take fire photos!,Prometheatrics,Prometheatrics,http://www.prometheatrics.com,events@prometheatrics.com,https://playaevents.burningman.org/2023/playa_event/44395/
"08/29/2023, 7:30 PM","08/29/2023, 8:30 PM",Y,44395,Burning Dusk,Fire/Spectacle,Spin fire on the Esplanade! The mirrored stage at Prometheatrics is the best spot on the playa to take fire photos!,Prometheatrics,Prometheatrics,http://www.prometheatrics.com,events@prometheatrics.com,https://playaevents.burningman.org/2023/playa_event/44395/
"08/30/2023, 7:30 PM","08/30/2023, 8:30 PM",Y,44395,Burning Dusk,Fire/Spectacle,Spin fire on the Esplanade! The mirrored stage at Prometheatrics is the best spot on the playa to take fire photos!,Prometheatrics,Prometheatrics,http://www.prometheatrics.com,events@prometheatrics.com,https://playaevents.burningman.org/2023/playa_event/44395/
"08/31/2023, 7:30 PM","08/31/2023, 8:30 PM",Y,44395,Burning Dusk,Fire/Spectacle,Spin fire on the Esplanade! The mirrored stage at Prometheatrics is the best spot on the playa to take fire photos!,Prometheatrics,Prometheatrics,http://www.prometheatrics.com,events@prometheatrics.com,https://playaevents.burningman.org/2023/playa_event/44395/
"09/01/2023, 7:30 PM","09/01/2023, 8:30 PM",Y,44395,Burning Dusk,Fire/Spectacle,Spin fire on the Esplanade! The mirrored stage at Prometheatrics is the best spot on the playa to take fire photos!,Prometheatrics,Prometheatrics,http://www.prometheatrics.com,events@prometheatrics.com,https://playaevents.burningman.org/2023/playa_event/44395/
"09/02/2023, 7:30 PM","09/02/2023, 8:30 PM",Y,44395,Burning Dusk,Fire/Spectacle,Spin fire on the Esplanade! The mirrored stage at Prometheatrics is the best spot on the playa to take fire photos!,Prometheatrics,Prometheatrics,http://www.prometheatrics.com,events@prometheatrics.com,https://playaevents.burningman.org/2023/playa_event/44395/
"08/27/2023, 7:30 PM","08/28/2023, 12:30 AM",Y,42007,"Fine Tea, Tea Ceremonies and Good Conversation",Food & Drink,"Enjoy superb playa-brewed tea, tea ceremonies and exquisite conversation in our serene space.",Black Rock City Tea Company,Black Rock City Tea Company,http://blackrockteacompany.org,blackrockcityteacompany@gmail.com,https://playaevents.burningman.org/2023/playa_event/42007/
"08/28/2023, 7:30 PM","08/29/2023, 12:30 AM",Y,42007,"Fine Tea, Tea Ceremonies and Good Conversation",Food & Drink,"Enjoy superb playa-brewed tea, tea ceremonies and exquisite conversation in our serene space.",Black Rock City Tea Company,Black Rock City Tea Company,http://blackrockteacompany.org,blackrockcityteacompany@gmail.com,https://playaevents.burningman.org/2023/playa_event/42007/
"08/29/2023, 7:30 PM","08/30/2023, 12:30 AM",Y,42007,"Fine Tea, Tea Ceremonies and Good Conversation",Food & Drink,"Enjoy superb playa-brewed tea, tea ceremonies and exquisite conversation in our serene space.",Black Rock City Tea Company,Black Rock City Tea Company,http://blackrockteacompany.org,blackrockcityteacompany@gmail.com,https://playaevents.burningman.org/2023/playa_event/42007/
"08/30/2023, 7:30 PM","08/31/2023, 12:30 AM",Y,42007,"Fine Tea, Tea Ceremonies and Good Conversation",Food & Drink,"Enjoy superb playa-brewed tea, tea ceremonies and exquisite conversation in our serene space.",Black Rock City Tea Company,Black Rock City Tea Company,http://blackrockteacompany.org,blackrockcityteacompany@gmail.com,https://playaevents.burningman.org/2023/playa_event/42007/
"08/31/2023, 7:30 PM","09/01/2023, 12:30 AM",Y,42007,"Fine Tea, Tea Ceremonies and Good Conversation",Food & Drink,"Enjoy superb playa-brewed tea, tea ceremonies and exquisite conversation in our serene space.",Black Rock City Tea Company,Black Rock City Tea Company,http://blackrockteacompany.org,blackrockcityteacompany@gmail.com,https://playaevents.burningman.org/2023/playa_event/42007/
"09/01/2023, 7:30 PM","09/02/2023, 12:30 AM",Y,42007,"Fine Tea, Tea Ceremonies and Good Conversation",Food & Drink,"Enjoy superb playa-brewed tea, tea ceremonies and exquisite conversation in our serene space.",Black Rock City Tea Company,Black Rock City Tea Company,http://blackrockteacompany.org,blackrockcityteacompany@gmail.com,https://playaevents.burningman.org/2023/playa_event/42007/
"09/02/2023, 7:30 PM","09/03/2023, 12:30 AM",Y,42007,"Fine Tea, Tea Ceremonies and Good Conversation",Food & Drink,"Enjoy superb playa-brewed tea, tea ceremonies and exquisite conversation in our serene space.",Black Rock City Tea Company,Black Rock City Tea Company,http://blackrockteacompany.org,blackrockcityteacompany@gmail.com,https://playaevents.burningman.org/2023/playa_event/42007/
"08/27/2023, 7:30 PM","08/28/2023, 5:30 AM",Y,42852,Black Light Art Gallery,Miscellaneous,Feast your eyes and mind on our '60s throwback art. We have 3D glasses too boot.,Black Hole Literary Society,Black Hole Literary Society,,lbscarly@gmail.com,https://playaevents.burningman.org/2023/playa_event/42852/
"08/28/2023, 7:30 PM","08/29/2023, 5:30 AM",Y,42852,Black Light Art Gallery,Miscellaneous,Feast your eyes and mind on our '60s throwback art. We have 3D glasses too boot.,Black Hole Literary Society,Black Hole Literary Society,,lbscarly@gmail.com,https://playaevents.burningman.org/2023/playa_event/42852/
"08/29/2023, 7:30 PM","08/30/2023, 5:30 AM",Y,42852,Black Light Art Gallery,Miscellaneous,Feast your eyes and mind on our '60s throwback art. We have 3D glasses too boot.,Black Hole Literary Society,Black Hole Literary Society,,lbscarly@gmail.com,https://playaevents.burningman.org/2023/playa_event/42852/
"08/30/2023, 7:30 PM","08/31/2023, 5:30 AM",Y,42852,Black Light Art Gallery,Miscellaneous,Feast your eyes and mind on our '60s throwback art. We have 3D glasses too boot.,Black Hole Literary Society,Black Hole Literary Society,,lbscarly@gmail.com,https://playaevents.burningman.org/2023/playa_event/42852/
"08/31/2023, 7:30 PM","09/01/2023, 5:30 AM",Y,42852,Black Light Art Gallery,Miscellaneous,Feast your eyes and mind on our '60s throwback art. We have 3D glasses too boot.,Black Hole Literary Society,Black Hole Literary Society,,lbscarly@gmail.com,https://playaevents.burningman.org/2023/playa_event/42852/
"09/01/2023, 7:30 PM","09/02/2023, 5:30 AM",Y,42852,Black Light Art Gallery,Miscellaneous,Feast your eyes and mind on our '60s throwback art. We have 3D glasses too boot.,Black Hole Literary Society,Black Hole Literary Society,,lbscarly@gmail.com,https://playaevents.burningman.org/2023/playa_event/42852/
"09/02/2023, 7:30 PM","09/03/2023, 5:30 AM",Y,42852,Black Light Art Gallery,Miscellaneous,Feast your eyes and mind on our '60s throwback art. We have 3D glasses too boot.,Black Hole Literary Society,Black Hole Literary Society,,lbscarly@gmail.com,https://playaevents.burningman.org/2023/playa_event/42852/
"08/27/2023, 7:30 PM","08/28/2023, 12:00 AM",Y,43442,Multisensory Art Gallery,Arts & Crafts,"Discover interactive art that explores concepts about pleasure using philosophy, neuroscience, somatics, memory and data!",The Pleasure Dairy,The Pleasure Dairy,,,https://playaevents.burningman.org/2023/playa_event/43442/
"08/28/2023, 7:30 PM","08/29/2023, 12:00 AM",Y,43442,Multisensory Art Gallery,Arts & Crafts,"Discover interactive art that explores concepts about pleasure using philosophy, neuroscience, somatics, memory and data!",The Pleasure Dairy,The Pleasure Dairy,,,https://playaevents.burningman.org/2023/playa_event/43442/
"08/29/2023, 7:30 PM","08/30/2023, 12:00 AM",Y,43442,Multisensory Art Gallery,Arts & Crafts,"Discover interactive art that explores concepts about pleasure using philosophy, neuroscience, somatics, memory and data!",The Pleasure Dairy,The Pleasure Dairy,,,https://playaevents.burningman.org/2023/playa_event/43442/
"08/30/2023, 7:30 PM","08/31/2023, 12:00 AM",Y,43442,Multisensory Art Gallery,Arts & Crafts,"Discover interactive art that explores concepts about pleasure using philosophy, neuroscience, somatics, memory and data!",The Pleasure Dairy,The Pleasure Dairy,,,https://playaevents.burningman.org/2023/playa_event/43442/
"08/31/2023, 7:30 PM","09/01/2023, 12:00 AM",Y,43442,Multisensory Art Gallery,Arts & Crafts,"Discover interactive art that explores concepts about pleasure using philosophy, neuroscience, somatics, memory and data!",The Pleasure Dairy,The Pleasure Dairy,,,https://playaevents.burningman.org/2023/playa_event/43442/
"09/01/2023, 7:30 PM","09/02/2023, 12:00 AM",Y,43442,Multisensory Art Gallery,Arts & Crafts,"Discover interactive art that explores concepts about pleasure using philosophy, neuroscience, somatics, memory and data!",The Pleasure Dairy,The Pleasure Dairy,,,https://playaevents.burningman.org/2023/playa_event/43442/
"08/27/2023, 7:30 PM","08/27/2023, 10:30 PM",Y,43654,Sunset drinks and house beats,Gathering/Party,Sunset parties every evening and open throughout the day at 1/4 too. The only thing worse than the food is the service.,DinerTown,DinerTown,,claire.goss@icloud.com,https://playaevents.burningman.org/2023/playa_event/43654/
"08/28/2023, 7:30 PM","08/28/2023, 10:30 PM",Y,43654,Sunset drinks and house beats,Gathering/Party,Sunset parties every evening and open throughout the day at 1/4 too. The only thing worse than the food is the service.,DinerTown,DinerTown,,claire.goss@icloud.com,https://playaevents.burningman.org/2023/playa_event/43654/
"08/29/2023, 7:30 PM","08/29/2023, 10:30 PM",Y,43654,Sunset drinks and house beats,Gathering/Party,Sunset parties every evening and open throughout the day at 1/4 too. The only thing worse than the food is the service.,DinerTown,DinerTown,,claire.goss@icloud.com,https://playaevents.burningman.org/2023/playa_event/43654/
"08/30/2023, 7:30 PM","08/30/2023, 10:30 PM",Y,43654,Sunset drinks and house beats,Gathering/Party,Sunset parties every evening and open throughout the day at 1/4 too. The only thing worse than the food is the service.,DinerTown,DinerTown,,claire.goss@icloud.com,https://playaevents.burningman.org/2023/playa_event/43654/
"08/31/2023, 7:30 PM","08/31/2023, 10:30 PM",Y,43654,Sunset drinks and house beats,Gathering/Party,Sunset parties every evening and open throughout the day at 1/4 too. The only thing worse than the food is the service.,DinerTown,DinerTown,,claire.goss@icloud.com,https://playaevents.burningman.org/2023/playa_event/43654/
"09/01/2023, 7:30 PM","09/01/2023, 10:30 PM",Y,43654,Sunset drinks and house beats,Gathering/Party,Sunset parties every evening and open throughout the day at 1/4 too. The only thing worse than the food is the service.,DinerTown,DinerTown,,claire.goss@icloud.com,https://playaevents.burningman.org/2023/playa_event/43654/
